country,date,casesWeekly,casesDaily,movingAverage7Days,percentageIncreaseOfMA7Days,rank
Ethiopia,2020-05-16,104,14,12.142857142857142,18.055555555555536,9
Haiti,2020-05-16,97,13,11.285714285714286,17.910447761194035,10
Lithuania,2020-05-17,69,9,9.0,26.0,1
Malawi,2020-05-17,17,2,2.0,16.666666666666675,2
Comoros,2020-05-17,8,1,1.0,16.666666666666675,2
Bahamas,2020-05-17,9,1,1.0,16.666666666666675,2
Cayman_Islands,2020-05-17,7,1,1.0,16.666666666666675,2
Mozambique,2020-05-17,11,1,1.0,16.666666666666675,2
Vietnam,2020-05-17,17,2,2.0,16.666666666666675,2
Sao_Tome_and_Principe,2020-05-17,190,27,27.0,15.95092024539877,8
Ethiopia,2020-05-17,104,14,14.0,15.294117647058837,9
Haiti,2020-05-17,97,13,13.0,15.189873417721511,10
Ecuador,2020-05-18,3623,517,76.42857142857143,2447.6190476190477,1
Madagascar,2020-05-18,133,19,5.285714285714286,76.19047619047619,2
Mozambique,2020-05-18,46,6,1.7142857142857142,71.42857142857142,3
Nepal,2020-05-18,184,26,8.857142857142858,47.61904761904763,4
Uganda,2020-05-18,106,15,5.571428571428571,39.28571428571428,5
Kosovo,2020-05-18,101,14,5.428571428571429,35.71428571428572,6
Zambia,2020-05-18,486,69,27.0,35.00000000000001,7
Haiti,2020-05-18,274,39,16.714285714285715,28.57142857142858,8
Togo,2020-05-18,127,18,8.571428571428571,22.44897959183674,9
Guatemala,2020-05-18,860,122,59.42857142857143,21.28279883381925,10
Jersey,2020-05-19,8,1,0.2857142857142857,100.0,1
Nicaragua,2020-05-19,9,1,0.2857142857142857,100.0,1
Burundi,2020-05-19,23,3,0.8571428571428571,100.0,1
Mauritania,2020-05-19,54,7,2.0,100.0,1
Bhutan,2020-05-19,12,1,0.2857142857142857,100.0,1
Zimbabwe,2020-05-19,10,1,0.2857142857142857,100.0,1
Mongolia,2020-05-19,98,14,4.0,100.0,1
Syria,2020-05-19,11,1,0.2857142857142857,100.0,1
Ecuador,2020-05-19,3623,517,149.85714285714286,96.07476635514018,9
Madagascar,2020-05-19,133,19,7.571428571428571,43.24324324324324,10
Burundi,2020-05-20,23,3,1.2857142857142858,50.00000000000002,1
Jersey,2020-05-20,8,1,0.42857142857142855,50.0,2
Nicaragua,2020-05-20,9,1,0.42857142857142855,50.0,2
Mauritania,2020-05-20,54,7,3.0,50.0,2
Bhutan,2020-05-20,12,1,0.42857142857142855,50.0,2
Zimbabwe,2020-05-20,10,1,0.42857142857142855,50.0,2
Mongolia,2020-05-20,98,14,6.0,50.0,2
Syria,2020-05-20,11,1,0.42857142857142855,50.0,2
Ecuador,2020-05-20,3623,517,223.28571428571428,48.99904671115347,9
Madagascar,2020-05-20,133,19,9.857142857142858,30.188679245283033,10
Jersey,2020-05-21,8,1,0.5714285714285714,33.33333333333333,1
Nicaragua,2020-05-21,9,1,0.5714285714285714,33.33333333333333,1
Burundi,2020-05-21,23,3,1.7142857142857142,33.33333333333333,1
Mauritania,2020-05-21,54,7,4.0,33.33333333333333,1
Bhutan,2020-05-21,12,1,0.5714285714285714,33.33333333333333,1
Zimbabwe,2020-05-21,10,1,0.5714285714285714,33.33333333333333,1
Mongolia,2020-05-21,98,14,8.0,33.33333333333333,1
Syria,2020-05-21,11,1,0.5714285714285714,33.33333333333333,1
Ecuador,2020-05-21,3623,517,296.7142857142857,32.885476647472814,9
Madagascar,2020-05-21,133,19,12.142857142857142,23.188405797101442,10
Jersey,2020-05-22,8,1,0.7142857142857143,25.0,1
Nicaragua,2020-05-22,9,1,0.7142857142857143,25.0,1
Burundi,2020-05-22,23,3,2.142857142857143,25.0,1
Mauritania,2020-05-22,54,7,5.0,25.0,1
Bhutan,2020-05-22,12,1,0.7142857142857143,25.0,1
Zimbabwe,2020-05-22,10,1,0.7142857142857143,25.0,1
Mongolia,2020-05-22,98,14,10.0,25.0,1
Syria,2020-05-22,11,1,0.7142857142857143,25.0,1
Ecuador,2020-05-22,3623,517,370.14285714285717,24.747231584015417,9
Madagascar,2020-05-22,133,19,14.428571428571429,18.823529411764707,10
Burundi,2020-05-23,23,3,2.5714285714285716,20.000000000000018,1
Jersey,2020-05-23,8,1,0.8571428571428571,19.999999999999996,2
Nicaragua,2020-05-23,9,1,0.8571428571428571,19.999999999999996,2
Mauritania,2020-05-23,54,7,6.0,19.999999999999996,2
Bhutan,2020-05-23,12,1,0.8571428571428571,19.999999999999996,2
Zimbabwe,2020-05-23,10,1,0.8571428571428571,19.999999999999996,2
Mongolia,2020-05-23,98,14,12.0,19.999999999999996,2
Syria,2020-05-23,11,1,0.8571428571428571,19.999999999999996,2
Ecuador,2020-05-23,3623,517,443.57142857142856,19.837900424546497,9
Madagascar,2020-05-23,133,19,16.714285714285715,15.841584158415856,10
Jersey,2020-05-24,8,1,1.0,16.666666666666675,1
Nicaragua,2020-05-24,9,1,1.0,16.666666666666675,1
Mauritania,2020-05-24,54,7,7.0,16.666666666666675,1
Bhutan,2020-05-24,12,1,1.0,16.666666666666675,1
Zimbabwe,2020-05-24,10,1,1.0,16.666666666666675,1
Mongolia,2020-05-24,98,14,14.0,16.666666666666675,1
Syria,2020-05-24,11,1,1.0,16.666666666666675,1
Burundi,2020-05-24,23,3,3.0,16.66666666666665,8
Ecuador,2020-05-24,3623,517,517.0,16.553945249597433,9
Madagascar,2020-05-24,133,19,19.0,13.675213675213671,10
Nicaragua,2020-05-25,254,36,6.0,500.0,1
Palestine,2020-05-25,42,6,1.7142857142857142,71.42857142857142,2
Rwanda,2020-05-25,35,5,1.5714285714285714,57.14285714285714,3
Cayman_Islands,2020-05-25,35,5,1.5714285714285714,57.14285714285714,3
Djibouti,2020-05-25,869,124,40.857142857142854,51.3227513227513,5
Venezuela,2020-05-25,580,82,27.142857142857142,50.79365079365079,6
Syria,2020-05-25,28,4,1.4285714285714286,42.85714285714286,7
Mauritania,2020-05-25,175,25,9.571428571428571,36.73469387755102,8
Ethiopia,2020-05-25,265,37,14.714285714285714,33.76623376623375,9
Lebanon,2020-05-25,203,29,11.857142857142858,31.746031746031743,10
Benin,2020-05-26,-148,-21,-4.571428571428571,255.5555555555555,1
Comoros,2020-05-26,76,10,2.857142857142857,100.0,2
Angola,2020-05-26,21,3,0.8571428571428571,100.0,2
Guam,2020-05-26,12,1,0.2857142857142857,100.0,2
Libya,2020-05-26,10,1,0.2857142857142857,100.0,2
Tunisia,2020-05-26,14,2,0.5714285714285714,100.0,2
Botswana,2020-05-26,10,1,0.2857142857142857,100.0,2
Bermuda,2020-05-26,10,1,0.2857142857142857,100.0,2
Nicaragua,2020-05-26,254,36,11.0,83.33333333333333,9
Palestine,2020-05-26,42,6,2.4285714285714284,41.66666666666667,10
Benin,2020-05-27,-148,-21,-7.857142857142857,71.875,1
Angola,2020-05-27,21,3,1.2857142857142858,50.00000000000002,2
Comoros,2020-05-27,76,10,4.285714285714286,50.0,3
Guam,2020-05-27,12,1,0.42857142857142855,50.0,3
Libya,2020-05-27,10,1,0.42857142857142855,50.0,3
Tunisia,2020-05-27,14,2,0.8571428571428571,50.0,3
Botswana,2020-05-27,10,1,0.42857142857142855,50.0,3
Bermuda,2020-05-27,10,1,0.42857142857142855,50.0,3
Nicaragua,2020-05-27,254,36,16.0,45.45454545454546,9
Palestine,2020-05-27,42,6,3.142857142857143,29.41176470588236,10
Benin,2020-05-28,-148,-21,-11.142857142857142,41.81818181818182,1
Comoros,2020-05-28,76,10,5.714285714285714,33.33333333333335,2
Angola,2020-05-28,21,3,1.7142857142857142,33.33333333333333,3
Guam,2020-05-28,12,1,0.5714285714285714,33.33333333333333,3
Libya,2020-05-28,10,1,0.5714285714285714,33.33333333333333,3
Tunisia,2020-05-28,14,2,1.1428571428571428,33.33333333333333,3
Botswana,2020-05-28,10,1,0.5714285714285714,33.33333333333333,3
Bermuda,2020-05-28,10,1,0.5714285714285714,33.33333333333333,3
Nicaragua,2020-05-28,254,36,21.0,31.25,9
Palestine,2020-05-28,42,6,3.857142857142857,22.72727272727273,10
Benin,2020-05-29,-148,-21,-14.428571428571429,29.487179487179493,1
Comoros,2020-05-29,76,10,7.142857142857143,25.0,2
Angola,2020-05-29,21,3,2.142857142857143,25.0,2
Guam,2020-05-29,12,1,0.7142857142857143,25.0,2
Libya,2020-05-29,10,1,0.7142857142857143,25.0,2
Tunisia,2020-05-29,14,2,1.4285714285714286,25.0,2
Botswana,2020-05-29,10,1,0.7142857142857143,25.0,2
Bermuda,2020-05-29,10,1,0.7142857142857143,25.0,2
Nicaragua,2020-05-29,254,36,26.0,23.809523809523814,9
Palestine,2020-05-29,42,6,4.571428571428571,18.518518518518512,10
Benin,2020-05-30,-148,-21,-17.714285714285715,22.77227722772277,1
Angola,2020-05-30,21,3,2.5714285714285716,20.000000000000018,2
Comoros,2020-05-30,76,10,8.571428571428571,19.999999999999996,3
Guam,2020-05-30,12,1,0.8571428571428571,19.999999999999996,3
Libya,2020-05-30,10,1,0.8571428571428571,19.999999999999996,3
Tunisia,2020-05-30,14,2,1.7142857142857142,19.999999999999996,3
Botswana,2020-05-30,10,1,0.8571428571428571,19.999999999999996,3
Bermuda,2020-05-30,10,1,0.8571428571428571,19.999999999999996,3
Nicaragua,2020-05-30,254,36,31.0,19.23076923076923,9
Palestine,2020-05-30,42,6,5.285714285714286,15.625,10
Benin,2020-05-31,-148,-21,-21.0,18.548387096774178,1
Comoros,2020-05-31,76,10,10.0,16.666666666666675,2
Guam,2020-05-31,12,1,1.0,16.666666666666675,2
Libya,2020-05-31,10,1,1.0,16.666666666666675,2
Tunisia,2020-05-31,14,2,2.0,16.666666666666675,2
Botswana,2020-05-31,10,1,1.0,16.666666666666675,2
Bermuda,2020-05-31,10,1,1.0,16.666666666666675,2
Angola,2020-05-31,21,3,3.0,16.66666666666665,8
Nicaragua,2020-05-31,254,36,36.0,16.129032258064523,9
Palestine,2020-05-31,42,6,6.0,13.513513513513509,10
Malawi,2020-06-01,201,28,4.857142857142857,385.71428571428567,1
Zimbabwe,2020-06-01,122,17,3.2857142857142856,228.57142857142856,2
Libya,2020-06-01,81,11,2.4285714285714284,142.85714285714283,3
Israel,2020-06-01,351,50,19.142857142857142,36.73469387755102,4
Nepal,2020-06-01,969,138,55.714285714285715,32.65306122448979,5
Sri_Lanka,2020-06-01,492,70,28.857142857142858,31.16883116883118,6
Sao_Tome_and_Principe,2020-06-01,184,26,11.428571428571429,26.984126984126977,7
France,2020-06-01,6832,976,446.2857142857143,24.660814046288905,8
Albania,2020-06-01,139,19,8.714285714285714,24.489795918367328,9
Philippines,2020-06-01,4051,578,268.57142857142856,23.76563528637261,10
Uganda,2020-06-02,246,35,8.571428571428571,160.8695652173913,1
Burundi,2020-06-02,21,3,0.8571428571428571,100.0,2
Suriname,2020-06-02,12,1,0.2857142857142857,100.0,2
Bhutan,2020-06-02,16,2,0.5714285714285714,100.0,2
Gibraltar,2020-06-02,18,2,0.5714285714285714,100.0,2
Mongolia,2020-06-02,44,6,1.7142857142857142,100.0,2
Saint_Vincent_and_the_Grenadines,2020-06-02,8,1,0.2857142857142857,100.0,2
Western_Sahara,2020-06-02,17,2,0.5714285714285714,100.0,2
Malawi,2020-06-02,201,28,8.714285714285714,79.41176470588236,9
Zimbabwe,2020-06-02,122,17,5.571428571428571,69.56521739130434,10
Uganda,2020-06-03,246,35,13.857142857142858,61.66666666666667,1
Burundi,2020-06-03,21,3,1.2857142857142858,50.00000000000002,2
Mongolia,2020-06-03,44,6,2.5714285714285716,50.00000000000002,2
Suriname,2020-06-03,12,1,0.42857142857142855,50.0,4
Bhutan,2020-06-03,16,2,0.8571428571428571,50.0,4
Gibraltar,2020-06-03,18,2,0.8571428571428571,50.0,4
Saint_Vincent_and_the_Grenadines,2020-06-03,8,1,0.42857142857142855,50.0,4
Western_Sahara,2020-06-03,17,2,0.8571428571428571,50.0,4
Malawi,2020-06-03,201,28,12.571428571428571,44.26229508196722,9
Zimbabwe,2020-06-03,122,17,7.857142857142857,41.025641025641036,10
Uganda,2020-06-04,246,35,19.142857142857142,38.144329896907216,1
Burundi,2020-06-04,21,3,1.7142857142857142,33.33333333333333,2
Suriname,2020-06-04,12,1,0.5714285714285714,33.33333333333333,2
Bhutan,2020-06-04,16,2,1.1428571428571428,33.33333333333333,2
Gibraltar,2020-06-04,18,2,1.1428571428571428,33.33333333333333,2
Mongolia,2020-06-04,44,6,3.4285714285714284,33.33333333333333,2
Saint_Vincent_and_the_Grenadines,2020-06-04,8,1,0.5714285714285714,33.33333333333333,2
Western_Sahara,2020-06-04,17,2,1.1428571428571428,33.33333333333333,2
Malawi,2020-06-04,201,28,16.428571428571427,30.681818181818166,9
Zimbabwe,2020-06-04,122,17,10.142857142857142,29.0909090909091,10
Uganda,2020-06-05,246,35,24.428571428571427,27.611940298507463,1
Burundi,2020-06-05,21,3,2.142857142857143,25.0,2
Suriname,2020-06-05,12,1,0.7142857142857143,25.0,2
Bhutan,2020-06-05,16,2,1.4285714285714286,25.0,2
Gibraltar,2020-06-05,18,2,1.4285714285714286,25.0,2
Mongolia,2020-06-05,44,6,4.285714285714286,25.0,2
Saint_Vincent_and_the_Grenadines,2020-06-05,8,1,0.7142857142857143,25.0,2
Western_Sahara,2020-06-05,17,2,1.4285714285714286,25.0,2
Malawi,2020-06-05,201,28,20.285714285714285,23.478260869565215,9
Zimbabwe,2020-06-05,122,17,12.428571428571429,22.535211267605646,10
Uganda,2020-06-06,246,35,29.714285714285715,21.63742690058481,1
Burundi,2020-06-06,21,3,2.5714285714285716,20.000000000000018,2
Mongolia,2020-06-06,44,6,5.142857142857143,20.000000000000018,2
Suriname,2020-06-06,12,1,0.8571428571428571,19.999999999999996,4
Bhutan,2020-06-06,16,2,1.7142857142857142,19.999999999999996,4
Gibraltar,2020-06-06,18,2,1.7142857142857142,19.999999999999996,4
Saint_Vincent_and_the_Grenadines,2020-06-06,8,1,0.8571428571428571,19.999999999999996,4
Western_Sahara,2020-06-06,17,2,1.7142857142857142,19.999999999999996,4
Malawi,2020-06-06,201,28,24.142857142857142,19.01408450704225,9
Zimbabwe,2020-06-06,122,17,14.714285714285714,18.39080459770115,10
Benin,2020-06-07,41,5,5.0,288.88888888888886,1
Uganda,2020-06-07,246,35,35.0,17.78846153846154,2
Suriname,2020-06-07,12,1,1.0,16.666666666666675,3
Bhutan,2020-06-07,16,2,2.0,16.666666666666675,3
Gibraltar,2020-06-07,18,2,2.0,16.666666666666675,3
Saint_Vincent_and_the_Grenadines,2020-06-07,8,1,1.0,16.666666666666675,3
Western_Sahara,2020-06-07,17,2,2.0,16.666666666666675,3
Burundi,2020-06-07,21,3,3.0,16.66666666666665,8
Mongolia,2020-06-07,44,6,6.0,16.66666666666665,8
Malawi,2020-06-07,201,28,28.0,15.976331360946737,10
Suriname,2020-06-08,99,14,2.857142857142857,185.71428571428572,1
Liberia,2020-06-08,71,10,4.0,33.33333333333333,2
North_Macedonia,2020-06-08,802,114,46.285714285714285,32.24489795918366,3
Iraq,2020-06-08,5927,846,361.7142857142857,28.72394509405185,4
Kosovo,2020-06-08,151,21,9.0,28.57142857142858,5
Cayman_Islands,2020-06-08,23,3,1.2857142857142858,28.57142857142858,5
Mozambique,2020-06-08,172,24,10.285714285714286,28.57142857142858,5
Bulgaria,2020-06-08,214,30,13.714285714285714,24.675324675324674,8
Comoros,2020-06-08,35,5,2.4285714285714284,21.42857142857142,9
Cape_Verde,2020-06-08,119,17,8.428571428571429,20.408163265306122,10
San_Marino,2020-06-09,16,2,0.5714285714285714,100.0,1
Andorra,2020-06-09,88,12,3.4285714285714284,100.0,1
Slovenia,2020-06-09,12,1,0.2857142857142857,100.0,1
Suriname,2020-06-09,99,14,4.714285714285714,64.99999999999999,4
Liberia,2020-06-09,71,10,5.0,25.0,5
North_Macedonia,2020-06-09,802,114,57.57142857142857,24.382716049382715,6
Iraq,2020-06-09,5927,846,442.42857142857144,22.314375987361768,7
Kosovo,2020-06-09,151,21,11.0,22.222222222222232,8
Cayman_Islands,2020-06-09,23,3,1.5714285714285714,22.22222222222221,9
Mozambique,2020-06-09,172,24,12.571428571428571,22.22222222222221,9
Andorra,2020-06-10,88,12,5.142857142857143,50.00000000000002,1
San_Marino,2020-06-10,16,2,0.8571428571428571,50.0,2
Slovenia,2020-06-10,12,1,0.42857142857142855,50.0,2
Suriname,2020-06-10,99,14,6.571428571428571,39.393939393939384,4
Liberia,2020-06-10,71,10,6.0,19.999999999999996,5
North_Macedonia,2020-06-10,802,114,68.85714285714286,19.602977667493814,6
Iraq,2020-06-10,5927,846,523.1428571428571,18.243461414271867,7
Kosovo,2020-06-10,151,21,13.0,18.181818181818187,8
Cayman_Islands,2020-06-10,23,3,1.8571428571428572,18.181818181818187,8
Mozambique,2020-06-10,172,24,14.857142857142858,18.181818181818187,8
San_Marino,2020-06-11,16,2,1.1428571428571428,33.33333333333333,1
Andorra,2020-06-11,88,12,6.857142857142857,33.33333333333333,1
Slovenia,2020-06-11,12,1,0.5714285714285714,33.33333333333333,1
Suriname,2020-06-11,99,14,8.428571428571429,28.260869565217405,4
Liberia,2020-06-11,71,10,7.0,16.666666666666675,5
North_Macedonia,2020-06-11,802,114,80.14285714285714,16.390041493775918,6
Iraq,2020-06-11,5927,846,603.8571428571429,15.428727471327154,7
Kosovo,2020-06-11,151,21,15.0,15.384615384615374,8
Cayman_Islands,2020-06-11,23,3,2.142857142857143,15.384615384615374,8
Mozambique,2020-06-11,172,24,17.142857142857142,15.384615384615374,8
San_Marino,2020-06-12,16,2,1.4285714285714286,25.0,1
Andorra,2020-06-12,88,12,8.571428571428571,25.0,1
Slovenia,2020-06-12,12,1,0.7142857142857143,25.0,1
Suriname,2020-06-12,99,14,10.285714285714286,22.033898305084755,4
Liberia,2020-06-12,71,10,8.0,14.28571428571428,5
North_Macedonia,2020-06-12,802,114,91.42857142857143,14.081996434937615,6
Iraq,2020-06-12,5927,846,684.5714285714286,13.366453749704267,7
Kosovo,2020-06-12,151,21,17.0,13.33333333333333,8
Cayman_Islands,2020-06-12,23,3,2.4285714285714284,13.33333333333333,8
Mozambique,2020-06-12,172,24,19.428571428571427,13.33333333333333,8
Andorra,2020-06-13,88,12,10.285714285714286,20.000000000000018,1
San_Marino,2020-06-13,16,2,1.7142857142857142,19.999999999999996,2
Slovenia,2020-06-13,12,1,0.8571428571428571,19.999999999999996,2
Suriname,2020-06-13,99,14,12.142857142857142,18.055555555555536,4
Liberia,2020-06-13,71,10,9.0,12.5,5
North_Macedonia,2020-06-13,802,114,102.71428571428571,12.343749999999986,6
Iraq,2020-06-13,5927,846,765.2857142857143,11.790484140233737,7
Cayman_Islands,2020-06-13,23,3,2.7142857142857144,11.764705882352967,8
Mozambique,2020-06-13,172,24,21.714285714285715,11.764705882352967,8
Kosovo,2020-06-13,151,21,19.0,11.764705882352944,10
San_Marino,2020-06-14,16,2,2.0,16.666666666666675,1
Slovenia,2020-06-14,12,1,1.0,16.666666666666675,1
Andorra,2020-06-14,88,12,12.0,16.66666666666665,3
Suriname,2020-06-14,99,14,14.0,15.294117647058837,4
Liberia,2020-06-14,71,10,10.0,11.111111111111116,5
North_Macedonia,2020-06-14,802,114,114.0,10.987482614742694,6
Iraq,2020-06-14,5927,846,846.0,10.54694791861115,7
Kosovo,2020-06-14,151,21,21.0,10.526315789473696,8
Cayman_Islands,2020-06-14,23,3,3.0,10.526315789473673,9
Mozambique,2020-06-14,172,24,24.0,10.526315789473673,9
Benin,2020-06-15,202,28,8.285714285714286,65.71428571428572,1
Sao_Tome_and_Principe,2020-06-15,147,21,6.428571428571429,60.71428571428572,2
Eswatini,2020-06-15,157,22,8.285714285714286,38.095238095238116,3
China,2020-06-15,144,20,8.0,33.33333333333333,4
Georgia,2020-06-15,71,10,4.0,33.33333333333333,4
Bulgaria,2020-06-15,563,80,37.142857142857146,23.809523809523814,6
Albania,2020-06-15,275,39,18.428571428571427,22.857142857142843,7
Syria,2020-06-15,36,5,2.4285714285714284,21.42857142857142,8
Jordan,2020-06-15,153,21,10.714285714285714,19.047619047619047,9
Honduras,2020-06-15,2531,361,188.71428571428572,17.946428571428584,10
Eritrea,2020-06-16,55,7,2.0,100.0,1
Slovakia,2020-06-16,20,2,0.5714285714285714,100.0,1
Angola,2020-06-16,49,7,2.0,100.0,1
Botswana,2020-06-16,20,2,0.5714285714285714,100.0,1
Benin,2020-06-16,202,28,11.571428571428571,39.65517241379308,5
Sao_Tome_and_Principe,2020-06-16,147,21,8.857142857142858,37.77777777777778,6
Eswatini,2020-06-16,157,22,10.571428571428571,27.58620689655171,7
China,2020-06-16,144,20,10.0,25.0,8
Georgia,2020-06-16,71,10,5.0,25.0,8
Bulgaria,2020-06-16,563,80,44.285714285714285,19.23076923076923,10
Eritrea,2020-06-17,55,7,3.0,50.0,1
Slovakia,2020-06-17,20,2,0.8571428571428571,50.0,1
Angola,2020-06-17,49,7,3.0,50.0,1
Botswana,2020-06-17,20,2,0.8571428571428571,50.0,1
Benin,2020-06-17,202,28,14.857142857142858,28.395061728395078,5
Sao_Tome_and_Principe,2020-06-17,147,21,11.285714285714286,27.419354838709676,6
Eswatini,2020-06-17,157,22,12.857142857142858,21.62162162162162,7
China,2020-06-17,144,20,12.0,19.999999999999996,8
Georgia,2020-06-17,71,10,6.0,19.999999999999996,8
Bulgaria,2020-06-17,563,80,51.42857142857143,16.129032258064523,10
Eritrea,2020-06-18,55,7,4.0,33.33333333333333,1
Slovakia,2020-06-18,20,2,1.1428571428571428,33.33333333333333,1
Angola,2020-06-18,49,7,4.0,33.33333333333333,1
Botswana,2020-06-18,20,2,1.1428571428571428,33.33333333333333,1
Benin,2020-06-18,202,28,18.142857142857142,22.115384615384603,5
Sao_Tome_and_Principe,2020-06-18,147,21,13.714285714285714,21.51898734177213,6
Eswatini,2020-06-18,157,22,15.142857142857142,17.777777777777757,7
China,2020-06-18,144,20,14.0,16.666666666666675,8
Georgia,2020-06-18,71,10,7.0,16.666666666666675,8
Bulgaria,2020-06-18,563,80,58.57142857142857,13.888888888888884,10
Eritrea,2020-06-19,55,7,5.0,25.0,1
Slovakia,2020-06-19,20,2,1.4285714285714286,25.0,1
Angola,2020-06-19,49,7,5.0,25.0,1
Botswana,2020-06-19,20,2,1.4285714285714286,25.0,1
Benin,2020-06-19,202,28,21.428571428571427,18.11023622047243,5
Sao_Tome_and_Principe,2020-06-19,147,21,16.142857142857142,17.708333333333325,6
Eswatini,2020-06-19,157,22,17.428571428571427,15.094339622641506,7
China,2020-06-19,144,20,16.0,14.28571428571428,8
Georgia,2020-06-19,71,10,8.0,14.28571428571428,8
Bulgaria,2020-06-19,563,80,65.71428571428571,12.195121951219502,10
Eritrea,2020-06-20,55,7,6.0,19.999999999999996,1
Slovakia,2020-06-20,20,2,1.7142857142857142,19.999999999999996,1
Angola,2020-06-20,49,7,6.0,19.999999999999996,1
Botswana,2020-06-20,20,2,1.7142857142857142,19.999999999999996,1
Benin,2020-06-20,202,28,24.714285714285715,15.333333333333353,5
Sao_Tome_and_Principe,2020-06-20,147,21,18.571428571428573,15.044247787610644,6
Eswatini,2020-06-20,157,22,19.714285714285715,13.11475409836067,7
China,2020-06-20,144,20,18.0,12.5,8
Georgia,2020-06-20,71,10,9.0,12.5,8
Bulgaria,2020-06-20,563,80,72.85714285714286,10.86956521739133,10
Eritrea,2020-06-21,55,7,7.0,16.666666666666675,1
Slovakia,2020-06-21,20,2,2.0,16.666666666666675,1
Angola,2020-06-21,49,7,7.0,16.666666666666675,1
Botswana,2020-06-21,20,2,2.0,16.666666666666675,1
Benin,2020-06-21,202,28,28.0,13.294797687861259,5
Sao_Tome_and_Principe,2020-06-21,147,21,21.0,13.076923076923075,6
Eswatini,2020-06-21,157,22,22.0,11.594202898550709,7
China,2020-06-21,144,20,20.0,11.111111111111116,8
Georgia,2020-06-21,71,10,10.0,11.111111111111116,8
Bulgaria,2020-06-21,563,80,80.0,9.803921568627437,10
Palestine,2020-06-22,349,49,9.571428571428571,219.04761904761904,1
Niger,2020-06-22,56,8,2.0,100.0,2
Tunisia,2020-06-22,61,8,2.0,100.0,2
Burundi,2020-06-22,50,7,1.8571428571428572,85.71428571428572,4
Jamaica,2020-06-22,42,6,2.5714285714285716,28.57142857142858,5
Slovenia,2020-06-22,25,3,1.2857142857142858,28.57142857142858,5
Kyrgyzstan,2020-06-22,984,140,61.142857142857146,27.380952380952394,7
Kosovo,2020-06-22,683,97,44.714285714285715,24.20634920634921,8
Gabon,2020-06-22,965,137,63.285714285714285,24.08963585434174,9
Congo,2020-06-22,234,33,15.857142857142858,21.97802197802199,10
Burkina_Faso,2020-06-23,9,1,0.2857142857142857,100.0,1
Guyana,2020-06-23,25,3,0.8571428571428571,100.0,1
Equatorial_Guinea,2020-06-23,358,51,14.571428571428571,100.0,1
New_Zealand,2020-06-23,9,1,0.2857142857142857,100.0,1
Croatia,2020-06-23,65,9,2.5714285714285716,100.0,1
Uruguay,2020-06-23,28,4,1.1428571428571428,100.0,1
Montenegro,2020-06-23,37,5,1.4285714285714286,100.0,1
Guam,2020-06-23,37,5,1.4285714285714286,100.0,1
Mongolia,2020-06-23,16,2,0.5714285714285714,100.0,1
Namibia,2020-06-23,23,3,0.8571428571428571,100.0,1
Gambia,2020-06-23,9,1,0.2857142857142857,100.0,1
Vietnam,2020-06-23,15,2,0.5714285714285714,100.0,1
Guyana,2020-06-24,25,3,1.2857142857142858,50.00000000000002,1
Namibia,2020-06-24,23,3,1.2857142857142858,50.00000000000002,1
Burkina_Faso,2020-06-24,9,1,0.42857142857142855,50.0,3
Equatorial_Guinea,2020-06-24,358,51,21.857142857142858,50.0,3
New_Zealand,2020-06-24,9,1,0.42857142857142855,50.0,3
Croatia,2020-06-24,65,9,3.857142857142857,50.0,3
Uruguay,2020-06-24,28,4,1.7142857142857142,50.0,3
Montenegro,2020-06-24,37,5,2.142857142857143,50.0,3
Guam,2020-06-24,37,5,2.142857142857143,50.0,3
Mongolia,2020-06-24,16,2,0.8571428571428571,50.0,3
Gambia,2020-06-24,9,1,0.42857142857142855,50.0,3
Vietnam,2020-06-24,15,2,0.8571428571428571,50.0,3
Croatia,2020-06-25,65,9,5.142857142857143,33.33333333333335,1
Montenegro,2020-06-25,37,5,2.857142857142857,33.33333333333335,1
Guam,2020-06-25,37,5,2.857142857142857,33.33333333333335,1
Burkina_Faso,2020-06-25,9,1,0.5714285714285714,33.33333333333333,4
Guyana,2020-06-25,25,3,1.7142857142857142,33.33333333333333,4
Equatorial_Guinea,2020-06-25,358,51,29.142857142857142,33.33333333333333,4
New_Zealand,2020-06-25,9,1,0.5714285714285714,33.33333333333333,4
Uruguay,2020-06-25,28,4,2.2857142857142856,33.33333333333333,4
Mongolia,2020-06-25,16,2,1.1428571428571428,33.33333333333333,4
Namibia,2020-06-25,23,3,1.7142857142857142,33.33333333333333,4
Gambia,2020-06-25,9,1,0.5714285714285714,33.33333333333333,4
Vietnam,2020-06-25,15,2,1.1428571428571428,33.33333333333333,4
Burkina_Faso,2020-06-26,9,1,0.7142857142857143,25.0,1
Guyana,2020-06-26,25,3,2.142857142857143,25.0,1
Equatorial_Guinea,2020-06-26,358,51,36.42857142857143,25.0,1
New_Zealand,2020-06-26,9,1,0.7142857142857143,25.0,1
Croatia,2020-06-26,65,9,6.428571428571429,25.0,1
Uruguay,2020-06-26,28,4,2.857142857142857,25.0,1
Montenegro,2020-06-26,37,5,3.5714285714285716,25.0,1
Guam,2020-06-26,37,5,3.5714285714285716,25.0,1
Mongolia,2020-06-26,16,2,1.4285714285714286,25.0,1
Namibia,2020-06-26,23,3,2.142857142857143,25.0,1
Gambia,2020-06-26,9,1,0.7142857142857143,25.0,1
